group_11;1584543045149389;0
group_11;1584543045247983;0
group_11;1584543045345771;0
group_11;1584543045445692;0
group_11;1584543045545908;0
group_11;1584543045646290;0
group_11;1584543045747715;0.0358887
group_11;1584543045845870;0.0499878
group_11;1584543045945571;0.0411987
group_11;1584543046045592;0.0444946
group_11;1584543046146053;0.0541992
group_11;1584543046247654;0.0483398
group_11;1584543046345494;0.0585938
group_11;1584543046445878;0.0600586
group_11;1584543046545911;0.0556641
group_11;1584543046649756;0.0576782
group_11;1584543046747832;0.0470581
group_11;1584543046845697;0.0476074
group_11;1584543046945551;0.0802002
group_11;1584543047045621;0.0682983
group_11;1584543047145330;0.240888
group_11;1584543047247562;0.0739746
group_11;1584543047345745;0.0803833
group_11;1584543047448977;0.117188
group_11;1584543047545844;0.134033
group_11;1584543047646347;0.240888
group_11;1584543047747604;0.0648193
group_11;1584543047845561;0.0655518
group_11;1584543047945544;0.0750732
group_11;1584543048045230;0.123047
group_11;1584543048145195;0.130005
group_11;1584543048252226;0.144287
group_11;1584543048345883;0.138977
group_11;1584543048445385;0.156738
group_11;1584543048545503;0.240888
group_11;1584543048645857;0.152527
group_11;1584543048747544;0.129822
group_11;1584543048845223;0.0734253
group_11;1584543048945060;0.0415649
group_11;1584543049045391;-0.0736084
group_11;1584543049145130;-0.0893555
group_11;1584543049247735;0
group_11;1584543049345288;0
group_11;1584543049445107;0
group_11;1584543049545114;0.184937
group_11;1584543049645613;0.10144
group_11;1584543049747678;0
group_11;1584543049844882;0
group_11;1584543049945066;-0.0510864
group_11;1584543050045019;-0.128906
group_11;1584543050144796;-0.102173
group_11;1584543050247337;0
group_11;1584543050345046;-0.0615234
group_11;1584543050444744;-0.0745239
group_11;1584543050544737;-0.110413
group_11;1584543050645522;0
group_11;1584543050747416;-0.104187
group_11;1584543050844637;-0.0983276
group_11;1584543050944762;-0.112061
group_11;1584543051044568;-0.122314
group_11;1584543051144538;-0.130188
group_11;1584543051247572;-0.135315
group_11;1584543051344522;-0.0410156
group_11;1584543051444478;0
group_11;1584543051544658;0
group_11;1584543051645139;0
group_11;1584543051746618;0
group_11;1584543051844738;0
group_11;1584543051944390;0
group_11;1584543052044325;0
group_11;1584543052144497;0
group_11;1584543052246552;0
group_11;1584543052344293;0
group_11;1584543052444449;0
group_11;1584543052546880;0
group_11;1584543052645069;0
group_11;1584543052746717;0.0395508
group_11;1584543052844283;0.0527344
group_11;1584543052944160;0
group_11;1584543053044435;0.0479736
