group_11;1584542901976078;0.00128174
group_11;1584542902674047;0.00146484
group_11;1584542902775615;0.00109863
group_11;1584542902875941;0.00146484
group_11;1584542902973341;0.00201416
group_11;1584542903073559;0.00146484
group_11;1584542903173470;0.00109863
group_11;1584542903275335;0.000915527
group_11;1584542903373892;0.00128174
group_11;1584542903473243;0.000915527
group_11;1584542903573217;0.00109863
group_11;1584542903676744;0.00146484
group_11;1584542903775273;0.00128174
group_11;1584542903873423;0.00549316
group_11;1584542903973577;0.00897217
group_11;1584542904073153;-0.0119019
group_11;1584542904173174;0.00476074
group_11;1584542904275508;-0.013916
group_11;1584542904373184;-0.0111694
group_11;1584542904475625;-0.003479
group_11;1584542904573379;-0.00439453
group_11;1584542904673871;-0.015564
group_11;1584542904775115;-0.000915527
group_11;1584542904873158;0.0379028
group_11;1584542904978991;0.0402832
group_11;1584542905073144;0.0342407
group_11;1584542905173099;0.0217896
group_11;1584542905279460;0.0472412
group_11;1584542905376973;0.07
group_11;1584542905473325;0.07
group_11;1584542905572814;0.135
group_11;1584542905673642;0.191162
group_11;1584542905775478;0.21
group_11;1584542905872995;0.21
group_11;1584542905972813;0.135
group_11;1584542906072914;0.1
group_11;1584542906175966;0.0913696
group_11;1584542906275501;0.07
group_11;1584542906373155;0.1
group_11;1584542906472786;0.0697632
group_11;1584542906572935;0.07
group_11;1584542906673772;0.07
group_11;1584542906774913;0.05
group_11;1584542906872686;0.05
group_11;1584542906972834;0.05
group_11;1584542907072776;0.05
group_11;1584542907172555;0.0620728
group_11;1584542907274935;0.07
group_11;1584542907372737;0.07
group_11;1584542907472599;0.0910034
group_11;1584542907573295;0.07
group_11;1584542907676450;0.1
group_11;1584542907775069;0.1
group_11;1584542907872893;0.06427
group_11;1584542907972860;0.05
group_11;1584542908072412;0.0210571
group_11;1584542908172598;0.00805664
group_11;1584542908275075;-0.0474243
group_11;1584542908372625;-0.0626221
group_11;1584542908472654;-0.0203247
group_11;1584542908572519;-0.0514526
group_11;1584542908673095;-0.0472412
group_11;1584542908774540;-0.02948
group_11;1584542908873035;-0.0210571
group_11;1584542908972983;-0.024353
group_11;1584542909072821;-0.111511
group_11;1584542909172487;-0.154541
group_11;1584542909275191;-0.136597
group_11;1584542909372678;-0.130005
group_11;1584542909472096;-0.132202
group_11;1584542909572446;-0.0379028
group_11;1584542909672895;-0.0353394
group_11;1584542909774217;-0.0203247
group_11;1584542909871989;-0.0137329
group_11;1584542909972127;-0.0221558
group_11;1584542910071965;-0.132385
group_11;1584542910171937;-0.0373535
group_11;1584542910274253;-0.003479
group_11;1584542910371900;-0.00238037
group_11;1584542910471906;-0.00769043
group_11;1584542910572090;0.135
group_11;1584542910672539;0.1
group_11;1584542910773997;0.0106201
group_11;1584542910872002;0.0302124
group_11;1584542910971908;0.135
group_11;1584542911072029;0.135
group_11;1584542911171945;0.135498
group_11;1584542911277650;0.0944824
group_11;1584542911372417;0.046875
group_11;1584542911471938;0.0265503
group_11;1584542911571664;0.0137329
group_11;1584542911672751;0.05
group_11;1584542911774742;0.07
group_11;1584542911871626;0.1
group_11;1584542911971804;0.21
group_11;1584542912074268;0.21
group_11;1584542912171933;0.21
group_11;1584542912273797;0.21
group_11;1584542912371724;0.1
group_11;1584542912471506;0.0322266
group_11;1584542912571466;-0.00292969
group_11;1584542912672387;0.0274658
group_11;1584542912773661;0.0402832
group_11;1584542912871571;0.0221558
group_11;1584542912971582;0.00933838
group_11;1584542913071420;0.0267334
group_11;1584542913171331;0.0298462
group_11;1584542913273678;0.0270996
group_11;1584542913371675;0.0133667
group_11;1584542913471300;-0.00494385
group_11;1584542913573831;0.07
group_11;1584542913673214;0.197754
group_11;1584542913773930;0.21
group_11;1584542913871575;0.21
group_11;1584542913971284;0.21
group_11;1584542914071197;0.135
group_11;1584542914171330;0.0305786
group_11;1584542914273974;0.0201416
group_11;1584542914371134;0.0285645
group_11;1584542914471366;0.0245361
group_11;1584542914571075;-0.00402832
group_11;1584542914671676;0.00805664
group_11;1584542914773329;0.21
group_11;1584542914871099;0.135
group_11;1584542914971061;0.0267334
group_11;1584542915071472;-0.000732422
group_11;1584542915173995;-0.0183105
group_11;1584542915273165;-0.00769043
group_11;1584542915371381;-0.012085
group_11;1584542915471166;-0.0144653
group_11;1584542915571068;-0.0175781
group_11;1584542915672057;-0.0256348
group_11;1584542915772789;-0.017395
group_11;1584542915870931;-0.0067749
group_11;1584542915973716;-0.00531006
group_11;1584542916071023;-0.00402832
group_11;1584542916170757;0.000366211
group_11;1584542916273052;-0.00109863
group_11;1584542916370899;-0.0333252
group_11;1584542916470706;-0.0113525
group_11;1584542916571108;-0.00585938
group_11;1584542916671419;-0.0263672
group_11;1584542916776562;0.137512
group_11;1584542916871380;0.0492554
group_11;1584542916970804;0.05
group_11;1584542917070592;0.21
group_11;1584542917171092;-0.0380859
group_11;1584542917272368;-0.0256348
group_11;1584542917370572;-0.043396
group_11;1584542917470692;-0.0137329
group_11;1584542917573515;-0.0148315
group_11;1584542917671308;-0.0148315
group_11;1584542917772220;0.21
group_11;1584542917870667;0.21
group_11;1584542917970513;0.21
group_11;1584542918070763;0.21
group_11;1584542918170583;0.21
group_11;1584542918272671;0.21
group_11;1584542918370765;0.0371704
group_11;1584542918470637;0.00823975
group_11;1584542918570532;0.0307617
group_11;1584542918671191;0.000732422
group_11;1584542918772430;0.0194092
group_11;1584542918870298;0.21
group_11;1584542918970452;0.191162
group_11;1584542919073114;0.1
group_11;1584542919170463;0.1
group_11;1584542919272805;0.0435791
group_11;1584542919370145;0.0327759
group_11;1584542919470100;-0.026001
group_11;1584542919570261;0.0153809
group_11;1584542919670736;0.020874
group_11;1584542919772076;-0.0466919
group_11;1584542919870191;-0.0276489
group_11;1584542919970095;-0.0507202
group_11;1584542920070164;-0.0254517
group_11;1584542920170335;-0.0446777
group_11;1584542920272276;-0.0439453
group_11;1584542920369906;-0.0216064
group_11;1584542920470097;0.00366211
group_11;1584542920569919;-0.00585938
group_11;1584542920671123;0.135
group_11;1584542920772256;0.135
group_11;1584542920869890;0.0205078
group_11;1584542920969813;0.0342407
group_11;1584542921069978;0.0146484
group_11;1584542921169774;0.0113525
group_11;1584542921272034;0.00238037
group_11;1584542921369932;0.0122681
group_11;1584542921469732;-0.0820312
group_11;1584542921569902;-0.14209
group_11;1584542921670671;-0.0133667
group_11;1584542921771873;-0.00640869
group_11;1584542921869708;-0.0201416
group_11;1584542921969999;-0.0109863
group_11;1584542922069640;-0.0108032
group_11;1584542922169657;-0.00805664
group_11;1584542922272057;-0.0177612
group_11;1584542922369901;0.05
group_11;1584542922469611;0.135
group_11;1584542922570310;0.07
group_11;1584542922673526;0.0265503
group_11;1584542922772536;0.0113525
group_11;1584542922870085;0.0102539
group_11;1584542922970465;0.010437
